apprentice_id,snapshot_date,quiz_score,attendance_rate,feedback_gap_days,risk_status,promoted_flag
374,2025-01-15,67.4,90.1,10,Green,False
374,2025-01-22,81.9,95.3,19,Amber,False
374,2025-01-29,67.0,93.2,2,Green,False
374,2025-02-05,57.7,63.4,11,Red,False
374,2025-02-12,50.9,70.1,7,Amber,False
374,2025-02-19,57.8,67.7,7,Amber,False
374,2025-02-26,56.8,83.7,5,Amber,False
374,2025-03-05,63.7,79.6,12,Amber,False
375,2025-01-01,71.4,80.1,12,Green,False
375,2025-01-08,63.7,62.4,10,Red,False
375,2025-01-15,78.1,85.9,20,Amber,False
375,2025-01-22,77.5,93.9,15,Amber,False
375,2025-01-29,69.4,99.1,12,Green,False
375,2025-02-05,71.9,96.5,15,Amber,False
375,2025-02-12,48.3,62.1,22,Red,False
375,2025-02-19,72.9,92.6,13,Green,False
375,2025-02-26,81.8,95.7,11,Green,False
375,2025-03-05,41.8,47.2,8,Red,True
376,2025-01-01,63.6,83.7,12,Amber,False
376,2025-01-08,44.4,52.3,15,Red,False
376,2025-01-15,71.7,84.3,5,Green,False
376,2025-01-22,66.7,92.0,9,Green,False
376,2025-01-29,64.6,78.8,15,Amber,False
376,2025-02-05,70.8,86.8,19,Amber,False
376,2025-02-12,79.9,88.7,25,Red,False
376,2025-02-19,70.9,88.9,10,Green,False
376,2025-02-26,72.0,88.6,6,Green,False
376,2025-03-05,67.6,89.5,3,Green,False
377,2025-01-01,68.7,92.3,18,Amber,False
377,2025-01-08,66.5,84.5,11,Green,False
377,2025-01-15,59.2,79.4,7,Amber,False
377,2025-01-22,60.7,67.1,6,Amber,False
377,2025-01-29,75.6,84.2,25,Red,False
377,2025-02-05,88.5,98.0,8,Green,False
377,2025-02-12,78.2,90.7,0,Green,False
377,2025-02-19,55.7,69.8,10,Amber,False
377,2025-02-26,64.1,74.0,10,Amber,False
377,2025-03-05,92.5,93.0,23,Red,False
378,2025-01-01,81.4,82.1,15,Amber,False
378,2025-01-08,57.8,63.2,24,Red,False
378,2025-01-15,76.6,103.0,1,Green,False
378,2025-01-22,94.1,97.6,1,Green,False
378,2025-01-29,74.6,99.8,13,Green,False
378,2025-02-05,71.1,97.1,21,Amber,False
378,2025-02-12,66.5,94.5,16,Amber,False
378,2025-02-19,82.4,83.6,9,Green,False
378,2025-02-26,60.4,73.6,7,Amber,False
378,2025-03-05,53.9,88.4,23,Red,False
379,2025-01-01,95.1,99.0,14,Green,False
379,2025-01-08,68.6,89.3,28,Red,False
379,2025-01-15,85.0,93.7,22,Red,False
379,2025-01-22,79.2,84.1,29,Red,False
379,2025-01-29,69.5,88.7,4,Green,False
379,2025-02-05,70.1,92.1,13,Green,False
379,2025-02-12,69.2,95.5,6,Green,False
379,2025-02-19,74.8,95.0,16,Amber,False
379,2025-02-26,81.5,89.7,17,Amber,False
379,2025-03-05,70.9,91.7,8,Green,False
380,2025-01-01,55.4,91.8,0,Amber,False
380,2025-01-08,96.3,98.4,24,Red,False
380,2025-01-15,48.8,48.1,19,Red,False
380,2025-01-22,59.3,80.2,3,Amber,False
380,2025-01-29,77.8,89.0,24,Red,False
380,2025-02-05,74.5,84.0,26,Red,False
380,2025-02-12,52.4,78.9,4,Amber,False
380,2025-02-19,66.3,85.7,23,Red,False
380,2025-02-26,69.0,81.6,18,Amber,False
380,2025-03-05,78.0,88.9,7,Green,False
381,2025-01-01,49.2,57.8,27,Red,False
381,2025-01-08,75.2,92.8,16,Amber,False
381,2025-01-15,60.1,72.7,23,Red,False
381,2025-01-22,79.9,89.8,8,Green,False
381,2025-01-29,67.8,96.9,1,Green,False
381,2025-02-05,58.0,82.1,3,Amber,False
381,2025-02-12,64.3,89.1,10,Amber,False
381,2025-02-19,71.3,91.1,1,Green,False
381,2025-02-26,58.5,69.6,16,Amber,False
381,2025-03-05,57.4,80.9,4,Amber,False
382,2025-01-01,76.0,93.1,12,Green,False
382,2025-01-08,59.5,69.6,26,Red,False
382,2025-01-15,81.4,88.3,18,Amber,False
382,2025-01-22,60.3,85.9,7,Amber,False
382,2025-01-29,81.3,89.5,16,Amber,False
382,2025-02-05,66.1,83.2,27,Red,False
382,2025-02-12,65.1,93.9,21,Amber,False
382,2025-02-19,61.3,71.4,9,Amber,False
382,2025-02-26,61.5,89.0,18,Amber,False
382,2025-03-05,53.5,76.4,27,Red,False
383,2025-01-01,78.5,93.7,18,Amber,False
383,2025-01-08,66.7,96.1,9,Green,False
383,2025-01-15,65.0,92.7,3,Green,False
383,2025-01-22,61.3,74.9,6,Amber,False
383,2025-01-29,72.3,92.7,12,Green,False
383,2025-02-05,69.7,86.0,18,Amber,False
383,2025-02-12,64.4,66.8,1,Amber,False
383,2025-02-19,59.3,73.2,28,Red,False
383,2025-02-26,59.1,70.7,22,Red,False
383,2025-03-05,78.7,93.0,15,Amber,False
384,2025-01-01,52.6,77.8,20,Amber,False
384,2025-01-08,68.9,89.1,14,Green,False
384,2025-01-15,74.3,88.9,22,Red,True
384,2025-01-22,60.7,72.9,20,Amber,False
384,2025-01-29,57.8,84.4,24,Red,False
384,2025-02-05,87.2,90.5,14,Green,False
384,2025-02-12,63.0,76.0,22,Red,False
384,2025-02-19,52.6,75.7,13,Amber,False
384,2025-02-26,61.9,69.0,27,Red,False
384,2025-03-05,59.6,73.5,24,Red,False
385,2025-01-01,67.8,93.9,21,Amber,True
385,2025-01-08,75.8,92.3,18,Amber,False
385,2025-01-15,57.4,69.4,22,Red,False
385,2025-01-22,66.8,88.7,14,Green,False
385,2025-01-29,75.9,91.7,0,Green,False
385,2025-02-05,69.2,86.9,25,Red,False
385,2025-02-12,52.8,61.3,29,Red,False
385,2025-02-19,74.1,87.5,20,Amber,True
385,2025-02-26,66.3,94.1,18,Amber,False
385,2025-03-05,75.7,95.1,17,Amber,False
386,2025-01-01,85.8,90.1,14,Green,False
386,2025-01-08,71.5,93.1,4,Green,False
386,2025-01-15,66.4,97.3,4,Green,False
386,2025-01-22,79.2,92.3,19,Amber,False
386,2025-01-29,70.0,90.2,28,Red,False
386,2025-02-05,61.4,85.3,27,Red,False
386,2025-02-12,86.7,101.0,4,Green,False
386,2025-02-19,60.3,71.9,29,Red,False
386,2025-02-26,61.9,65.0,29,Red,False
386,2025-03-05,83.3,86.8,11,Green,False
387,2025-01-01,64.8,67.6,23,Red,False
387,2025-01-08,78.9,92.1,0,Green,False
387,2025-01-15,97.3,83.9,0,Green,False
387,2025-01-22,84.3,87.2,26,Red,False
387,2025-01-29,64.3,75.7,9,Amber,False
387,2025-02-05,58.8,81.6,27,Red,False
387,2025-02-12,66.9,91.8,3,Green,False
387,2025-02-19,62.9,68.4,18,Amber,False
387,2025-02-26,72.8,90.5,16,Amber,False
387,2025-03-05,69.8,91.7,3,Green,False
388,2025-01-01,74.4,95.4,0,Green,True
388,2025-01-08,58.8,82.4,28,Red,False
388,2025-01-15,71.0,85.3,0,Green,False
388,2025-01-22,80.3,83.5,9,Green,False
388,2025-01-29,84.2,83.5,28,Red,False
388,2025-02-05,81.7,94.6,9,Green,False
388,2025-02-12,82.3,92.2,7,Green,False
388,2025-02-19,80.8,84.5,9,Green,False
388,2025-02-26,83.6,94.4,20,Amber,False
388,2025-03-05,69.5,86.3,6,Green,False
389,2025-01-01,69.3,78.9,22,Red,False
389,2025-01-08,76.6,100.9,18,Amber,False
389,2025-01-15,69.3,94.9,17,Amber,False
389,2025-01-22,69.5,87.6,6,Green,False
389,2025-01-29,66.4,82.4,0,Green,False
389,2025-02-05,67.1,85.9,4,Green,False
389,2025-02-12,66.4,88.8,25,Red,False
389,2025-02-19,78.2,95.3,8,Green,False
389,2025-02-26,66.7,90.4,22,Red,False
389,2025-03-05,62.6,67.7,1,Amber,False
390,2025-01-01,64.0,73.2,4,Amber,False
390,2025-01-08,71.9,94.9,7,Green,False
390,2025-01-15,60.9,72.8,19,Amber,False
390,2025-01-22,72.7,82.8,3,Green,True
390,2025-01-29,72.7,84.9,7,Green,False
390,2025-02-05,53.7,85.2,5,Amber,False
390,2025-02-12,47.3,45.2,28,Red,False
390,2025-02-19,74.0,87.9,25,Red,False
390,2025-02-26,87.3,81.6,5,Green,False
390,2025-03-05,62.5,74.2,16,Amber,False
391,2025-01-01,75.7,87.5,28,Red,False
391,2025-01-08,60.5,70.7,9,Amber,False
391,2025-01-15,70.2,87.3,13,Green,False
391,2025-01-22,57.9,69.9,19,Amber,False
391,2025-01-29,65.1,100.9,6,Green,False
391,2025-02-05,80.0,94.4,0,Green,False
391,2025-02-12,60.6,67.6,10,Amber,False
391,2025-02-19,67.0,91.1,14,Green,False
391,2025-02-26,63.6,88.3,26,Red,False
391,2025-03-05,59.5,80.8,11,Amber,False
392,2025-01-01,73.4,86.8,14,Green,False
392,2025-01-08,57.3,86.8,18,Amber,False
392,2025-01-15,90.2,90.2,0,Green,False
392,2025-01-22,55.6,59.4,20,Red,True
392,2025-01-29,63.2,59.6,7,Red,False
392,2025-02-05,61.3,84.6,12,Amber,False
392,2025-02-12,61.7,71.1,12,Amber,False
392,2025-02-19,79.5,88.4,24,Red,False
392,2025-02-26,64.5,78.8,3,Amber,False
392,2025-03-05,84.0,89.6,6,Green,False
393,2025-01-01,79.0,86.2,22,Red,False
393,2025-01-08,75.2,86.9,11,Green,False
393,2025-01-15,61.1,69.5,15,Amber,False
393,2025-01-22,73.9,76.5,6,Amber,False
393,2025-01-29,72.8,83.1,10,Green,False
393,2025-02-05,62.0,68.4,24,Red,False
393,2025-02-12,71.5,94.8,12,Green,False
393,2025-02-19,72.0,82.9,21,Amber,False
393,2025-02-26,43.3,63.8,28,Red,False
393,2025-03-05,44.8,52.0,8,Red,False
394,2025-01-01,59.8,76.0,10,Amber,False
394,2025-01-08,81.4,90.6,28,Red,False
394,2025-01-15,78.7,86.9,15,Amber,False
394,2025-01-22,64.8,63.4,28,Red,False
394,2025-01-29,58.3,88.8,8,Amber,False
394,2025-02-05,80.3,87.6,18,Amber,False
394,2025-02-12,78.4,77.2,22,Red,False
394,2025-02-19,69.3,94.2,19,Amber,False
394,2025-02-26,83.8,88.0,0,Green,False
394,2025-03-05,75.1,87.4,25,Red,False
395,2025-01-01,68.6,92.2,19,Amber,False
395,2025-01-08,70.2,87.4,22,Red,False
395,2025-01-15,79.5,82.1,13,Green,False
395,2025-01-22,75.0,87.4,2,Green,False
395,2025-01-29,70.0,84.6,19,Amber,False
395,2025-02-05,58.7,94.6,24,Red,False
395,2025-02-12,61.0,70.4,21,Amber,False
395,2025-02-19,78.2,93.3,5,Green,False
395,2025-02-26,83.1,86.4,24,Red,False
395,2025-03-05,75.6,96.4,17,Amber,False
396,2025-01-01,57.1,85.8,9,Amber,False
396,2025-01-08,78.5,82.4,28,Red,False
396,2025-01-15,69.0,94.0,25,Red,False
396,2025-01-22,72.2,88.1,20,Amber,False
396,2025-01-29,73.3,92.9,8,Green,False
396,2025-02-05,82.7,83.3,21,Amber,False
396,2025-02-12,80.8,95.6,14,Green,False
396,2025-02-19,72.1,90.7,13,Green,False
396,2025-02-26,69.0,91.5,26,Red,False
396,2025-03-05,69.9,91.4,24,Red,False
397,2025-01-01,71.7,83.9,15,Amber,False
397,2025-01-08,61.5,79.0,10,Amber,False
397,2025-01-15,60.3,66.9,3,Amber,False
397,2025-01-22,75.0,97.4,6,Green,False
397,2025-01-29,58.7,86.7,3,Amber,False
397,2025-02-05,67.6,91.7,5,Green,False
397,2025-02-12,70.4,88.1,11,Green,False
397,2025-02-19,69.9,92.2,1,Green,False
397,2025-02-26,58.6,79.1,22,Red,False
397,2025-03-05,72.4,99.5,5,Green,False
398,2025-01-01,50.7,67.7,22,Red,False
398,2025-01-08,62.0,87.5,22,Red,False
398,2025-01-15,69.5,89.7,20,Amber,False
398,2025-01-22,66.4,95.7,7,Green,False
398,2025-01-29,70.7,91.3,14,Green,False
398,2025-02-05,69.9,88.4,12,Green,False
398,2025-02-12,74.0,85.7,29,Red,False
398,2025-02-19,75.2,97.1,22,Red,False
398,2025-02-26,72.4,101.7,14,Green,False
398,2025-03-05,68.5,95.6,13,Green,False
399,2025-01-01,65.0,92.0,2,Green,False
399,2025-01-08,85.0,95.2,14,Green,False
399,2025-01-15,74.4,95.1,0,Green,False
399,2025-01-22,74.9,93.8,2,Green,False
399,2025-01-29,77.0,84.9,0,Green,False
399,2025-02-05,58.0,80.5,11,Amber,False
399,2025-02-12,69.1,88.3,20,Amber,False
399,2025-02-19,72.9,88.5,20,Amber,False
399,2025-02-26,71.7,84.3,19,Amber,False
399,2025-03-05,50.8,66.8,8,Amber,False
400,2025-01-01,89.6,91.6,22,Red,False
400,2025-01-08,70.0,84.8,13,Green,False
400,2025-01-15,78.4,85.5,25,Red,False
400,2025-01-22,71.3,83.4,21,Amber,False
400,2025-01-29,73.7,98.0,20,Amber,True
400,2025-02-05,66.3,90.2,23,Red,False
400,2025-02-12,63.7,78.6,3,Amber,False
400,2025-02-19,60.0,72.8,15,Amber,False
400,2025-02-26,81.8,84.4,17,Amber,False
400,2025-03-05,61.3,74.1,11,Amber,False
401,2025-01-01,90.1,95.9,23,Red,False
401,2025-01-08,76.4,91.3,13,Green,False
401,2025-01-15,72.4,90.3,22,Red,False
401,2025-01-22,53.9,64.7,26,Red,False
401,2025-01-29,70.5,83.9,19,Amber,False
401,2025-02-05,72.5,89.5,2,Green,False
401,2025-02-12,50.1,68.0,23,Red,True
401,2025-02-19,56.0,75.0,14,Amber,False
401,2025-02-26,63.3,70.3,9,Amber,False
401,2025-03-05,72.3,92.4,7,Green,False
402,2025-01-01,65.3,95.7,22,Red,False
402,2025-01-08,76.8,93.9,25,Red,False
402,2025-01-15,72.6,94.0,16,Amber,False
402,2025-01-22,62.2,75.9,11,Amber,False
402,2025-01-29,70.2,86.1,1,Green,False
402,2025-02-05,66.7,94.0,27,Red,False
402,2025-02-12,56.9,78.9,24,Red,False
402,2025-02-19,74.5,80.0,7,Green,False
402,2025-02-26,69.9,99.9,8,Green,False
402,2025-03-05,82.9,86.4,29,Red,False
403,2025-01-01,82.2,87.8,28,Red,False
403,2025-01-08,59.8,86.4,13,Amber,False
403,2025-01-15,67.0,94.2,7,Green,False
403,2025-01-22,63.9,85.7,29,Red,False
403,2025-01-29,74.2,91.6,23,Red,False
403,2025-02-05,73.1,91.1,8,Green,False
403,2025-02-12,51.7,76.9,14,Amber,False
403,2025-02-19,93.0,86.2,8,Green,False
403,2025-02-26,75.8,94.4,20,Amber,False
403,2025-03-05,71.2,95.9,3,Green,True
404,2025-01-01,64.6,64.1,14,Red,False
404,2025-01-08,85.6,104.7,14,Green,False
404,2025-01-15,55.8,73.3,21,Amber,False
404,2025-01-22,71.6,84.1,6,Green,False
404,2025-01-29,93.7,94.3,13,Green,False
404,2025-02-05,78.0,98.1,19,Amber,False
404,2025-02-12,78.6,94.3,28,Red,False
404,2025-02-19,71.2,91.3,1,Green,False
404,2025-02-26,63.4,70.9,22,Red,False
404,2025-03-05,63.7,72.6,0,Amber,False
405,2025-01-01,84.6,88.1,10,Green,False
405,2025-01-08,54.9,76.2,20,Amber,False
405,2025-01-15,60.3,76.9,2,Amber,False
405,2025-01-22,61.1,71.3,28,Red,False
405,2025-01-29,67.2,90.8,7,Green,False
405,2025-02-05,67.8,91.3,1,Green,False
405,2025-02-12,63.6,74.8,27,Red,False
405,2025-02-19,57.0,71.4,24,Red,False
405,2025-02-26,39.0,57.7,3,Red,False
405,2025-03-05,81.3,98.0,24,Red,False
406,2025-01-01,59.7,73.4,24,Red,False
406,2025-01-08,74.8,93.3,1,Green,False
406,2025-01-15,83.9,89.1,18,Amber,False
406,2025-01-22,83.0,92.0,17,Amber,True
406,2025-01-29,76.4,86.7,12,Green,False
406,2025-02-05,75.5,99.5,20,Amber,False
406,2025-02-12,79.2,96.4,5,Green,False
406,2025-02-19,78.8,88.3,16,Amber,False
406,2025-02-26,47.7,74.0,6,Red,False
406,2025-03-05,81.7,88.8,17,Amber,True
407,2025-01-01,82.3,89.8,15,Amber,False
407,2025-01-08,79.9,82.0,12,Green,False
407,2025-01-15,69.7,101.8,12,Green,False
407,2025-01-22,58.0,55.6,4,Red,False
407,2025-01-29,56.0,74.5,27,Red,False
407,2025-02-05,77.2,83.3,18,Amber,True
407,2025-02-12,75.1,93.4,27,Red,False
407,2025-02-19,79.1,89.2,17,Amber,False
407,2025-02-26,81.2,78.3,18,Amber,False
407,2025-03-05,74.9,92.4,18,Amber,False
408,2025-01-01,63.4,62.7,0,Red,False
408,2025-01-08,77.6,86.4,14,Green,False
408,2025-01-15,64.3,70.4,8,Amber,False
408,2025-01-22,72.1,89.8,28,Red,False
408,2025-01-29,67.1,78.8,0,Amber,False
408,2025-02-05,69.7,85.0,17,Amber,False
408,2025-02-12,80.5,89.3,29,Red,False
408,2025-02-19,73.5,85.0,6,Green,False
408,2025-02-26,71.5,87.2,26,Red,False
408,2025-03-05,87.0,84.5,8,Green,False
409,2025-01-01,77.5,81.6,1,Green,False
409,2025-01-08,74.0,83.4,10,Green,False
409,2025-01-15,77.8,93.9,15,Amber,False
409,2025-01-22,58.7,77.6,23,Red,False
409,2025-01-29,72.9,89.0,24,Red,False
409,2025-02-05,63.0,81.9,23,Red,False
409,2025-02-12,67.7,87.7,26,Red,False
409,2025-02-19,60.5,77.1,21,Amber,False
409,2025-02-26,69.2,101.9,26,Red,False
409,2025-03-05,65.5,91.0,25,Red,False
410,2025-01-01,50.8,62.3,18,Red,False
410,2025-01-08,69.0,85.1,7,Green,False
410,2025-01-15,83.4,86.1,9,Green,False
410,2025-01-22,60.1,81.1,24,Red,False
410,2025-01-29,81.4,90.6,6,Green,False
410,2025-02-05,87.8,89.2,14,Green,False
410,2025-02-12,68.8,87.2,9,Green,False
410,2025-02-19,71.2,78.2,14,Amber,False
410,2025-02-26,64.8,75.6,1,Amber,False
410,2025-03-05,50.9,63.6,9,Red,False
411,2025-01-01,88.3,91.8,14,Green,False
411,2025-01-08,85.1,89.2,20,Amber,False
411,2025-01-15,67.4,95.9,14,Green,False
411,2025-01-22,69.5,87.3,3,Green,False
411,2025-01-29,85.5,95.5,18,Amber,True
411,2025-02-05,57.8,81.9,18,Amber,True
411,2025-02-12,73.4,93.4,16,Amber,True
411,2025-02-19,74.5,81.1,15,Amber,False
411,2025-02-26,76.2,91.6,13,Green,False
411,2025-03-05,83.5,97.7,4,Green,False
412,2025-01-01,61.6,74.3,25,Red,False
412,2025-01-08,68.2,88.7,29,Red,True
412,2025-01-15,72.3,93.4,21,Amber,False
412,2025-01-22,70.2,93.5,15,Amber,False
412,2025-01-29,58.8,81.6,24,Red,False
412,2025-02-05,85.2,86.3,8,Green,False
412,2025-02-12,62.1,65.5,25,Red,False
412,2025-02-19,75.4,88.3,1,Green,False
412,2025-02-26,56.0,73.5,26,Red,False
412,2025-03-05,59.7,80.6,7,Amber,False
413,2025-01-01,78.7,88.5,18,Amber,False
413,2025-01-08,77.3,83.7,16,Amber,False
413,2025-01-15,75.1,81.7,29,Red,False
413,2025-01-22,64.7,67.6,23,Red,False
413,2025-01-29,85.3,93.8,16,Amber,False
413,2025-02-05,79.4,95.1,21,Amber,False
413,2025-02-12,73.1,91.9,21,Amber,False
413,2025-02-19,72.4,88.6,3,Green,False
413,2025-02-26,75.3,81.1,6,Green,False
413,2025-03-05,65.8,88.0,3,Green,False
414,2025-01-01,65.7,80.8,7,Green,False
414,2025-01-08,76.7,91.6,26,Red,False
414,2025-01-15,67.6,79.2,14,Amber,False
414,2025-01-22,71.8,94.7,20,Amber,False
414,2025-01-29,93.1,85.9,28,Red,False
414,2025-02-05,71.1,87.3,29,Red,False
414,2025-02-12,95.2,96.8,0,Green,False
414,2025-02-19,60.5,78.6,23,Red,False
414,2025-02-26,59.6,72.7,25,Red,False
414,2025-03-05,68.6,95.9,11,Green,False
415,2025-01-01,74.6,89.1,18,Amber,False
415,2025-01-08,70.4,91.1,15,Amber,False
415,2025-01-15,70.1,92.3,4,Green,False
415,2025-01-22,66.5,94.2,13,Green,False
415,2025-01-29,68.8,95.3,29,Red,True
415,2025-02-05,47.3,74.5,7,Red,False
415,2025-02-12,87.5,86.1,7,Green,False
415,2025-02-19,70.0,87.4,27,Red,False
415,2025-02-26,59.9,67.0,13,Amber,False
415,2025-03-05,76.4,85.0,26,Red,False
416,2025-01-01,69.1,89.5,4,Green,False
416,2025-01-08,70.0,87.2,13,Green,False
416,2025-01-15,87.1,89.5,20,Amber,False
416,2025-01-22,86.3,85.4,29,Red,False
416,2025-01-29,47.0,60.9,26,Red,False
416,2025-02-05,58.8,69.1,3,Amber,False
416,2025-02-12,68.2,101.7,28,Red,False
416,2025-02-19,66.4,87.9,0,Green,False
416,2025-02-26,69.5,92.9,20,Amber,False
416,2025-03-05,67.7,90.8,5,Green,False
417,2025-01-01,60.5,73.9,3,Amber,False
417,2025-01-08,73.3,91.2,12,Green,False
417,2025-01-15,63.2,61.8,12,Red,False
417,2025-01-22,70.1,90.0,22,Red,False
417,2025-01-29,69.4,80.7,25,Red,False
417,2025-02-05,69.3,88.2,0,Green,False
417,2025-02-12,69.2,91.5,24,Red,False
417,2025-02-19,75.3,88.3,15,Amber,False
417,2025-02-26,59.1,85.1,2,Amber,False
417,2025-03-05,65.7,86.8,5,Green,False
418,2025-01-01,65.7,86.5,27,Red,False
418,2025-01-08,73.5,88.0,21,Amber,False
418,2025-01-15,64.3,88.4,1,Amber,False
418,2025-01-22,78.6,84.0,4,Green,False
418,2025-01-29,62.3,82.0,1,Amber,False
418,2025-02-05,84.7,86.0,1,Green,False
418,2025-02-12,52.0,85.8,5,Amber,False
418,2025-02-19,89.1,90.5,4,Green,False
418,2025-02-26,59.9,65.5,21,Amber,False
418,2025-03-05,66.3,88.3,5,Green,False
419,2025-01-01,57.5,69.3,28,Red,True
419,2025-01-08,73.9,100.9,21,Amber,False
419,2025-01-15,72.2,98.3,2,Green,False
419,2025-01-22,70.2,86.0,29,Red,False
419,2025-01-29,76.8,90.6,22,Red,False
419,2025-02-05,86.8,92.8,4,Green,False
419,2025-02-12,72.4,98.8,20,Amber,False
419,2025-02-19,63.7,83.4,29,Red,False
419,2025-02-26,68.8,88.3,25,Red,False
419,2025-03-05,66.3,80.9,0,Green,True
420,2025-01-01,72.9,90.1,16,Amber,True
420,2025-01-08,65.9,90.5,5,Green,False
420,2025-01-15,89.3,89.5,25,Red,True
420,2025-01-22,68.6,90.1,2,Green,False
420,2025-01-29,89.0,90.2,5,Green,False
420,2025-02-05,65.0,86.5,23,Red,True
420,2025-02-12,55.5,73.4,6,Amber,False
420,2025-02-19,80.4,89.0,15,Amber,False
420,2025-02-26,48.3,63.8,6,Red,False
420,2025-03-05,54.5,67.6,6,Amber,False
421,2025-01-01,83.6,83.2,26,Red,False
421,2025-01-08,59.3,81.8,22,Red,False
421,2025-01-15,77.7,93.9,5,Green,False
421,2025-01-22,77.2,88.6,7,Green,False
421,2025-01-29,74.7,93.1,28,Red,False
421,2025-02-05,81.0,87.6,0,Green,False
421,2025-02-12,87.9,80.3,1,Green,False
421,2025-02-19,75.0,81.9,17,Amber,False
421,2025-02-26,79.0,91.4,4,Green,False
421,2025-03-05,64.5,68.9,5,Amber,False
422,2025-01-01,78.6,89.1,3,Green,False
422,2025-01-08,54.1,77.9,13,Amber,False
422,2025-01-15,62.5,71.5,17,Amber,False
422,2025-01-22,73.5,94.4,27,Red,False
422,2025-01-29,76.9,82.1,23,Red,False
422,2025-02-05,50.2,78.8,26,Red,False
422,2025-02-12,69.9,92.0,26,Red,False
422,2025-02-19,71.0,84.0,6,Green,False
422,2025-02-26,65.9,90.6,7,Green,False
422,2025-03-05,57.8,77.1,20,Amber,False
423,2025-01-01,66.7,79.9,9,Amber,True
423,2025-01-08,56.1,70.8,3,Amber,False
423,2025-01-15,65.5,100.5,19,Amber,False
423,2025-01-22,57.2,67.0,15,Amber,False
423,2025-01-29,77.4,85.1,7,Green,False
423,2025-02-05,67.3,94.3,12,Green,False
423,2025-02-12,65.0,87.9,22,Red,False
423,2025-02-19,43.6,46.1,6,Red,False
423,2025-02-26,67.5,84.4,2,Green,False
423,2025-03-05,56.4,73.3,2,Amber,False
424,2025-01-01,69.8,92.7,5,Green,False
424,2025-01-08,71.3,83.9,1,Green,False
424,2025-01-15,70.5,92.0,17,Amber,False
424,2025-01-22,72.0,92.1,14,Green,False
424,2025-01-29,52.0,70.6,5,Amber,False
424,2025-02-05,84.5,88.2,24,Red,False
424,2025-02-12,92.7,94.7,11,Green,True
424,2025-02-19,56.9,60.1,8,Red,False
424,2025-02-26,57.4,80.1,21,Amber,False
424,2025-03-05,89.7,86.0,28,Red,False
425,2025-01-01,59.4,67.7,5,Amber,False
425,2025-01-08,75.8,81.7,3,Green,False
425,2025-01-15,68.4,83.4,25,Red,False
425,2025-01-22,52.6,71.8,8,Amber,False
425,2025-01-29,58.8,82.2,1,Amber,False
425,2025-02-05,72.7,93.2,9,Green,False
425,2025-02-12,64.1,75.6,4,Amber,False
425,2025-02-19,71.9,91.4,0,Green,False
425,2025-02-26,71.6,87.3,26,Red,False
425,2025-03-05,80.2,91.2,1,Green,False
426,2025-01-01,68.5,91.6,19,Amber,False
426,2025-01-08,85.4,81.7,27,Red,False
426,2025-01-15,69.9,85.2,7,Green,False
426,2025-01-22,81.4,83.2,3,Green,False
426,2025-01-29,70.1,84.7,8,Green,False
426,2025-02-05,73.7,91.6,5,Green,False
426,2025-02-12,57.4,77.4,23,Red,False
426,2025-02-19,60.2,82.8,5,Amber,False
426,2025-02-26,61.7,70.9,29,Red,False
426,2025-03-05,69.2,93.7,4,Green,False
427,2025-01-01,71.8,87.7,4,Green,False
427,2025-01-08,47.4,71.1,19,Red,False
427,2025-01-15,72.7,88.7,12,Green,False
427,2025-01-22,68.7,88.2,21,Amber,False
427,2025-01-29,85.3,86.8,17,Amber,False
427,2025-02-05,66.1,91.1,10,Green,False
427,2025-02-12,61.7,83.9,22,Red,False
427,2025-02-19,57.6,78.1,21,Amber,False
427,2025-02-26,80.2,80.0,18,Amber,False
427,2025-03-05,58.7,85.1,5,Amber,False
428,2025-01-01,78.3,80.4,18,Amber,False
428,2025-01-08,82.3,92.7,1,Green,False
428,2025-01-15,70.5,85.8,10,Green,False
428,2025-01-22,74.6,84.5,7,Green,False
428,2025-01-29,72.7,92.5,22,Red,False
428,2025-02-05,56.8,73.8,4,Amber,False
428,2025-02-12,76.6,94.7,5,Green,False
428,2025-02-19,59.9,70.2,4,Amber,False
428,2025-02-26,62.7,80.9,16,Amber,False
428,2025-03-05,67.5,88.0,15,Amber,False
429,2025-01-01,91.6,90.2,18,Amber,False
429,2025-01-08,61.4,87.3,6,Amber,False
429,2025-01-15,82.0,82.8,2,Green,False
429,2025-01-22,66.4,88.7,6,Green,False
429,2025-01-29,58.3,60.5,22,Red,False
429,2025-02-05,70.6,80.1,29,Red,False
429,2025-02-12,42.0,55.9,18,Red,False
429,2025-02-19,66.8,90.0,27,Red,False
429,2025-02-26,68.1,91.5,22,Red,False
429,2025-03-05,81.0,89.2,20,Amber,False
430,2025-01-01,83.2,93.7,11,Green,False
430,2025-01-08,72.2,85.7,3,Green,False
430,2025-01-15,57.3,64.5,20,Red,False
430,2025-01-22,59.2,71.6,10,Amber,False
430,2025-01-29,79.1,94.2,3,Green,False
430,2025-02-05,86.4,88.9,19,Amber,False
430,2025-02-12,59.7,76.4,1,Amber,False
430,2025-02-19,70.8,100.5,2,Green,True
430,2025-02-26,70.2,92.9,11,Green,False
430,2025-03-05,68.3,93.9,9,Green,False
431,2025-01-01,79.8,87.8,6,Green,False
431,2025-01-08,83.0,86.3,10,Green,False
431,2025-01-15,86.1,84.3,1,Green,False
431,2025-01-22,58.1,71.8,0,Amber,False
